# package<TAB>version<TAB>SPDX-expression<TAB>notice-file<TAB>notice-SHA256<TAB>archive-SHA256
image_picker_ios	0.8.13+6	BSD-3-Clause AND Apache-2.0	image-picker-android.txt	8e22fae63e4e8ac897f0cb3018ed94ed730b3e5da5d42c6856a26ba524f0fd88	b9c4a438a9ff4f60808c9cf0039b93a42bb6c2211ef6ebb647394b2b3fa84588
